ID,Title,Difficulty,Leetcode Question Link,Tags,
639,Decode Ways II,Hard, https://leetcode.com/problems/decode-ways-ii," ""String","[' Dynamic Programming""']"
1163,Last Substring in Lexicographical Order,Hard, https://leetcode.com/problems/last-substring-in-lexicographical-order," ""String","[' Two Pointers""']"
1427,Perform String Shifts,Easy, https://leetcode.com/problems/perform-string-shifts," ""String""",
1320,Minimum Distance to Type a Word Using Two Fingers,Hard, https://leetcode.com/problems/minimum-distance-to-type-a-word-using-two-fingers," ""String","[' Dynamic Programming""']"
482,License Key Formatting,Easy, https://leetcode.com/problems/license-key-formatting," ""String""",
471,Encode String with Shortest Length,Hard, https://leetcode.com/problems/encode-string-with-shortest-length," ""String","[' Dynamic Programming""']"
1087,Brace Expansion,Medium, https://leetcode.com/problems/brace-expansion," ""String","[' Backtracking""']"
527,Word Abbreviation,Hard,https://leetcode.com/problems/word-abbreviation,"String, Sorting, Greedy",
551,Student Attendance Record I,Easy,https://leetcode.com/problems/student-attendance-record-i,"String, Dynamic Programming",
418,Sentence Screen Fitting,Medium,https://leetcode.com/problems/sentence-screen-fitting,"String, Dynamic Programming",
1165,Single-Row Keyboard,Easy,https://leetcode.com/problems/single-row-keyboard,String,
288,Unique Word Abbreviation,Medium,https://leetcode.com/problems/unique-word-abbreviation,"Hash Table, String",
925,Long Pressed Name,Easy,https://leetcode.com/problems/long-pressed-name,"Two Pointers, String",
734,Sentence Similarity,Easy,https://leetcode.com/problems/sentence-similarity,"Hash Table, String",
830,Positions of Large Groups,Easy,https://leetcode.com/problems/positions-of-large-groups,String,
949,Largest Time for Given Digits,Easy,https://leetcode.com/problems/largest-time-for-given-digits,"Math, String",
591,Tag Validator,Hard,https://leetcode.com/problems/tag-validator,"String, Stack",
800,Similar RGB Color,Easy,https://leetcode.com/problems/similar-rgb-color,String,
926,Flip String to Monotone Increasing,Medium,https://leetcode.com/problems/flip-string-to-monotone-increasing,"Dynamic Programming, String, Greedy",
318,Maximum Product of Word Lengths,Medium,https://leetcode.com/problems/maximum-product-of-word-lengths,"Bit Manipulation, String",
